EmployeeID,HireDate,TerminationDate,Status,Age,Gender,MaritalStatus,Department,JobRole,ManagerID,Location,OfficeType,Education,EducationField,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,SalaryChangePercent,PerformanceRating,LastPerformanceDate,JobSatisfaction,WorkLifeBalance,OverTime,NumTrainingsLastYear,CommuteTimeMins,NumberOfProjects,LeaveDaysLastYear,EngagementScore,Attrition
E12047,2020-06-01,,Active,41,Female,Single,IT,Engineer,M117,London,Remote,Bachelor's,Marketing,5,6,6,5,3679,18,5,2023-08-10,1,3,No,9,78,3,15,55,0
E12048,2013-12-30,,Active,37,Female,Widowed,Finance,Analyst,M135,London,On-site,Bachelor's,Marketing,1,4,5,0,10099,-7,2,2023-11-28,3,1,Yes,9,78,5,4,75,0
E12049,2019-07-26,,Active,33,Male,Divorced,IT,Executive,M149,Remote,On-site,Master's,Operations,0,3,5,5,17002,16,3,2023-01-20,1,3,No,4,105,4,7,73,0
E12050,2017-02-14,2018-12-13 00:00:00,Terminated,34,Female,Divorced,HR,Engineer,M137,Remote,On-site,Bachelor's,Operations,14,9,6,3,17212,-1,3,2023-12-19,2,2,No,3,24,14,7,95,1
E12051,2016-09-10,,Active,46,Female,Married,R&D,Engineer,M147,New York,Remote,Bachelor's,Marketing,6,0,1,7,10933,-9,3,2023-09-22,4,1,No,1,48,13,14,51,0
E12052,2017-04-26,,Active,53,Male,Married,Sales,Manager,M135,Remote,Hybrid,Master's,Technical,13,7,7,7,8036,16,3,2023-01-02,1,3,No,8,85,12,24,53,0
E12053,2021-07-02,,Active,45,Male,Single,Operations,Analyst,M123,Remote,Remote,High School,Marketing,6,1,4,8,5094,15,3,2023-06-05,3,2,No,2,45,3,17,79,0
E12054,2010-01-17,,Active,30,Female,Single,IT,Manager,M108,London,Hybrid,Master's,Operations,5,9,0,6,10309,-3,4,2023-02-03,1,3,Yes,8,81,3,11,51,0
E12055,2018-09-27,,Active,44,Male,Single,Sales,Analyst,M107,New York,On-site,Bachelor's,Marketing,11,7,6,7,17104,19,3,2023-10-04,2,3,No,0,11,4,15,81,0
E12056,2011-01-28,,Active,34,Male,Married,HR,Clerk,M110,New York,Remote,Master's,Operations,1,6,5,2,12300,9,3,2023-12-05,1,4,Yes,2,98,3,23,55,0
E12057,2011-03-01,,Active,53,Female,Divorced,Finance,Executive,M126,London,Hybrid,Master's,Marketing,4,2,6,9,5140,9,3,2023-07-25,4,4,No,9,26,6,5,50,0
E12058,2011-07-26,,Active,36,Female,Widowed,IT,Engineer,M110,London,Remote,Master's,Technical,0,6,2,3,14692,-8,3,2023-12-03,2,1,No,3,15,2,2,91,0
E12059,2019-12-11,,Active,57,Female,Single,Operations,Analyst,M119,New York,Hybrid,Bachelor's,Technical,1,0,5,3,11350,17,3,2023-12-07,1,2,Yes,2,17,12,22,72,0
E12060,2013-01-25,,Active,26,Female,Married,HR,Engineer,M123,Chennai,Remote,Bachelor's,Operations,12,4,4,5,8683,-2,4,2023-10-05,5,5,No,5,27,1,17,78,0
E12061,2010-08-30,,Active,43,Male,Married,R&D,Engineer,M131,London,On-site,Master's,Operations,11,1,7,6,12086,9,3,2023-07-06,5,3,Yes,6,78,14,1,57,0
E12062,2020-09-02,,Active,37,Male,Married,IT,Technician,M133,London,On-site,High School,Finance,4,1,4,8,17312,-9,3,2023-03-25,2,1,Yes,8,32,9,17,92,0
E12063,2021-03-19,,Active,31,Male,Married,Sales,Manager,M102,New York,Remote,Master's,HR,4,2,1,9,7252,16,4,2023-07-10,4,4,Yes,8,21,7,2,73,0
E12064,2016-03-29,,Active,45,Male,Single,IT,Executive,M128,Chennai,Hybrid,Bachelor's,Finance,6,6,4,5,6504,19,2,2023-10-28,3,2,Yes,6,51,1,6,62,0
E12065,2012-02-28,,Active,39,Female,Divorced,HR,Analyst,M132,Chennai,On-site,High School,Operations,14,1,2,1,10360,6,5,2023-12-05,4,4,No,9,98,8,1,61,0
E12066,2011-12-16,,Active,39,Female,Married,HR,Clerk,M133,Bangalore,Remote,Bachelor's,Operations,4,3,2,9,14871,17,3,2023-08-08,1,3,No,6,26,1,21,54,0
E12067,2017-10-20,2021-10-10 00:00:00,Terminated,28,Female,Married,Sales,Executive,M109,Chennai,Remote,High School,Marketing,10,3,6,9,3256,-10,3,2023-02-02,2,4,Yes,9,53,1,12,68,1
E12068,2012-02-15,,Active,25,Male,Single,Operations,Technician,M129,London,On-site,PhD,Finance,5,0,3,6,4859,13,3,2023-10-18,5,4,No,2,44,6,7,67,0
E12069,2021-01-09,,Active,47,Male,Single,HR,Manager,M115,Remote,On-site,Master's,HR,1,6,4,9,13707,18,3,2023-10-29,3,2,No,7,88,10,23,64,0
E12070,2016-02-26,,Active,26,Female,Single,IT,Clerk,M118,New York,On-site,Bachelor's,Finance,4,3,5,8,10399,18,4,2023-05-07,2,1,No,1,10,9,19,61,0
E12071,2010-03-20,,Active,37,Male,Married,Operations,Clerk,M118,London,On-site,Master's,Technical,7,0,3,7,5813,6,4,2023-12-28,2,3,Yes,3,86,11,4,95,0
E12072,2020-10-01,2020-12-03 00:00:00,Terminated,56,Male,Divorced,Sales,Engineer,M107,New York,On-site,Bachelor's,Technical,0,2,5,3,11612,-6,2,2023-06-13,2,3,Yes,2,99,13,1,60,1
E12073,2012-05-05,,Active,47,Female,Single,HR,Manager,M114,Chennai,On-site,Master's,Finance,10,7,2,1,7473,2,3,2023-12-30,1,2,No,8,30,11,16,54,0
E12074,2015-11-19,,Active,39,Male,Married,HR,Technician,M129,New York,On-site,Master's,Finance,12,3,6,7,16559,18,5,2023-07-09,5,1,Yes,5,51,3,15,68,0
E12075,2012-10-28,,Active,50,Male,Married,IT,Analyst,M119,London,Remote,Bachelor's,Operations,12,0,6,5,15109,-3,4,2023-03-24,5,2,No,6,70,2,20,51,0
E12076,2018-12-16,,Active,44,Female,Single,HR,Analyst,M105,Remote,Remote,Bachelor's,Marketing,13,6,4,7,10925,19,3,2023-08-06,5,2,No,5,49,10,14,85,0
E12077,2019-10-17,,Active,35,Male,Married,IT,Technician,M141,London,Remote,Bachelor's,Technical,9,7,1,8,15799,-4,3,2023-12-22,3,4,Yes,7,35,11,12,58,0
E12078,2021-06-14,,Active,36,Female,Married,R&D,Engineer,M145,Bangalore,Remote,PhD,HR,6,4,1,2,4044,12,5,2023-12-29,1,1,No,0,54,11,15,57,0
E12079,2019-06-19,2023-07-19 00:00:00,Terminated,54,Male,Single,Operations,Engineer,M105,New York,Hybrid,Bachelor's,Marketing,7,8,7,7,7892,3,4,2023-01-26,4,3,Yes,6,17,1,9,80,1
E12080,2019-08-08,,Active,46,Male,Single,IT,Clerk,M115,London,Hybrid,Master's,Finance,14,6,4,9,11168,-3,3,2023-05-15,5,5,No,5,42,6,24,96,0
E12081,2011-02-12,,Active,42,Male,Married,Finance,Manager,M126,Chennai,Hybrid,Master's,Technical,10,3,5,7,11675,0,3,2023-12-09,4,3,Yes,0,103,5,3,79,0
E12082,2017-06-04,,Active,38,Female,Single,HR,Clerk,M124,Chennai,On-site,Bachelor's,Finance,12,8,7,4,17475,-8,2,2023-05-13,2,2,No,0,29,14,11,63,0
E12083,2018-06-16,,Active,44,Female,Divorced,R&D,Analyst,M119,London,Hybrid,Master's,Technical,4,5,3,5,14576,-6,3,2023-08-03,2,5,Yes,0,100,10,14,72,0
E12084,2014-07-27,,Active,38,Other,Married,Operations,Technician,M120,Bangalore,Remote,Bachelor's,HR,3,7,7,4,13759,7,2,2023-12-01,2,2,No,5,33,13,10,56,0
E12085,2010-05-28,,Active,35,Female,Single,Sales,Manager,M143,New York,On-site,Bachelor's,Marketing,0,1,3,5,19085,-6,5,2023-03-22,5,5,Yes,2,39,7,10,70,0
E12086,2021-11-06,2022-01-18 00:00:00,Terminated,50,Female,Single,Finance,Technician,M109,Bangalore,On-site,Master's,HR,8,4,6,0,19371,2,4,2023-12-06,2,4,No,5,32,5,16,57,1
E12087,2020-09-02,,Active,41,Male,Widowed,Sales,Manager,M128,Remote,Remote,High School,HR,1,2,1,9,15491,-6,3,2023-07-27,1,2,Yes,8,87,6,0,53,0
E12088,2015-05-05,,Active,51,Male,Married,Finance,Executive,M116,London,On-site,Bachelor's,Marketing,14,4,7,9,16588,-9,4,2023-04-22,2,5,No,3,23,2,11,57,0
E12089,2011-01-01,,Active,40,Male,Married,R&D,Analyst,M111,Bangalore,On-site,Bachelor's,Marketing,10,7,7,9,11754,15,3,2023-05-03,5,3,No,0,11,13,19,90,0
E12090,2014-08-02,,Active,34,Male,Single,Operations,Analyst,M134,Remote,Remote,Bachelor's,HR,13,5,3,1,10046,19,4,2023-08-11,1,4,Yes,1,53,1,17,60,0
E12091,2022-05-29,,Active,39,Male,Divorced,R&D,Executive,M125,Bangalore,Remote,Master's,Finance,13,0,1,7,6043,2,2,2023-05-02,5,2,No,4,87,6,19,73,0
E12092,2022-04-22,2022-12-04 00:00:00,Terminated,44,Male,Single,R&D,Manager,M140,Remote,Hybrid,PhD,Marketing,4,6,0,0,14251,17,3,2023-03-21,2,1,No,6,76,2,2,58,1
E12093,2016-12-21,,Active,54,Male,Married,Finance,Engineer,M121,Chennai,Remote,Bachelor's,HR,6,9,1,8,14829,-5,3,2023-05-08,1,4,Yes,4,18,3,13,66,0
E12094,2011-07-17,,Active,39,Male,Widowed,IT,Manager,M105,Chennai,Remote,Bachelor's,HR,7,0,6,6,12771,6,3,2023-11-30,2,5,Yes,5,103,12,2,67,0
E12095,2019-10-03,,Active,30,Male,Single,Operations,Analyst,M111,London,On-site,Master's,HR,14,0,0,0,10912,-3,3,2023-03-15,1,1,No,0,12,1,2,70,0
E12096,2016-10-25,,Active,54,Female,Married,Sales,Technician,M143,Bangalore,Remote,Bachelor's,Finance,13,3,4,4,14172,16,4,2023-08-13,4,1,No,4,117,8,16,80,0
E12097,2012-02-12,,Active,53,Female,Single,IT,Clerk,M109,Chennai,On-site,High School,Operations,10,8,0,1,7026,6,3,2023-10-24,1,1,No,5,104,7,6,58,0
E12098,2015-07-31,,Active,38,Male,Married,IT,Technician,M111,New York,Hybrid,Master's,Operations,9,7,2,0,8449,8,3,2023-03-27,4,5,No,0,70,10,4,94,0
E12099,2019-05-17,,Active,40,Male,Single,HR,Analyst,M137,Chennai,On-site,Master's,Marketing,14,9,5,0,12102,4,3,2023-11-18,2,4,No,1,68,8,6,83,0
E12100,2017-01-11,,Active,48,Male,Divorced,Sales,Technician,M141,Chennai,On-site,Bachelor's,Operations,3,2,3,4,11395,19,3,2023-07-11,1,1,No,5,97,5,2,66,0
E12101,2014-04-23,2015-05-18 00:00:00,Terminated,27,Female,Single,Finance,Engineer,M101,Bangalore,On-site,Master's,Technical,9,5,0,3,8303,-10,4,2023-09-20,5,1,Yes,6,28,6,24,70,1
E12102,2020-02-12,,Active,56,Male,Married,HR,Engineer,M126,Remote,Hybrid,Bachelor's,Marketing,0,0,2,4,16356,19,3,2023-05-03,1,5,Yes,1,19,3,16,72,0
E12103,2019-01-05,,Active,58,Female,Divorced,HR,Manager,M110,New York,Hybrid,Bachelor's,Marketing,6,9,6,5,14709,7,1,2023-05-07,1,2,No,0,76,7,20,93,0
E12104,2013-05-31,,Active,55,Male,Widowed,R&D,Technician,M140,New York,On-site,Bachelor's,HR,11,0,2,0,5055,-4,4,2023-01-30,1,2,Yes,5,105,4,15,85,0
E12105,2020-03-08,,Active,41,Male,Married,Finance,Technician,M119,Remote,On-site,Bachelor's,Technical,12,5,3,1,3013,-4,3,2023-06-16,3,4,No,9,7,2,24,83,0
E12106,2020-07-06,,Active,46,Male,Married,IT,Analyst,M116,Bangalore,Remote,Bachelor's,Operations,9,4,1,1,17564,18,4,2023-05-27,5,1,No,4,110,7,17,59,0
E12107,2010-12-26,,Active,25,Male,Single,Operations,Manager,M145,Chennai,Hybrid,Master's,Marketing,10,5,2,4,5149,5,3,2023-09-11,1,3,No,2,118,6,24,79,0
E12108,2016-07-04,,Active,31,Female,Single,IT,Manager,M137,Remote,On-site,Master's,Technical,10,8,5,9,15788,0,4,2023-02-07,1,2,No,8,15,1,9,85,0
E12109,2018-03-29,,Active,31,Female,Married,IT,Technician,M141,New York,On-site,Bachelor's,Finance,8,4,0,8,16608,-6,3,2023-04-11,2,1,Yes,0,75,9,22,81,0
E12110,2018-03-13,,Active,45,Female,Single,R&D,Clerk,M104,New York,On-site,Master's,Finance,0,1,3,6,8148,10,3,2023-03-20,5,4,No,8,43,11,6,76,0
E12111,2012-08-20,,Active,42,Female,Single,IT,Technician,M114,Chennai,Remote,Bachelor's,HR,13,0,0,9,9846,3,1,2023-08-30,1,3,Yes,0,9,9,3,50,0
E12112,2019-12-12,2020-06-19 00:00:00,Terminated,32,Female,Single,Sales,Technician,M130,Chennai,On-site,High School,Technical,0,1,1,3,4804,12,4,2023-04-12,1,2,No,6,25,10,2,66,1
E12113,2015-01-02,,Active,48,Female,Married,IT,Technician,M107,London,On-site,High School,Marketing,14,7,3,4,15641,15,4,2023-12-21,1,2,No,0,26,3,13,93,0
E12114,2014-06-02,,Active,37,Male,Single,IT,Engineer,M112,Remote,On-site,Bachelor's,Finance,14,0,2,6,16785,16,3,2023-09-17,4,1,No,5,100,12,5,58,0
E12115,2014-06-29,,Active,47,Male,Single,Sales,Executive,M124,Chennai,Remote,Bachelor's,Finance,14,5,0,9,3759,17,5,2023-06-12,3,1,No,8,42,14,0,67,0
E12116,2016-01-26,,Active,51,Male,Single,R&D,Manager,M139,London,Hybrid,Master's,Operations,6,4,5,8,6860,-1,5,2023-03-26,5,3,Yes,6,11,10,2,71,0
E12117,2021-10-22,,Active,37,Female,Married,HR,Executive,M143,Bangalore,Hybrid,Bachelor's,Operations,8,9,6,9,17859,-6,3,2023-04-20,4,5,No,5,94,1,8,79,0
E12118,2011-01-13,,Active,28,Male,Married,Finance,Engineer,M122,New York,Remote,Bachelor's,Technical,4,8,0,6,15963,19,2,2023-07-07,1,4,No,4,95,12,3,60,0
E12119,2021-07-16,,Active,37,Female,Married,R&D,Clerk,M147,Remote,Hybrid,Master's,Operations,3,3,5,1,6185,13,3,2023-08-26,5,1,No,2,57,7,4,91,0
E12120,2021-09-25,,Active,56,Male,Married,IT,Analyst,M130,Bangalore,On-site,Bachelor's,Technical,5,4,2,3,3561,8,5,2023-02-05,4,1,No,1,57,4,21,91,0
E12121,2011-01-05,,Active,37,Female,Single,HR,Clerk,M139,Remote,Remote,Bachelor's,Marketing,8,4,6,9,3237,7,3,2023-12-24,3,2,No,1,47,14,13,88,0
E12122,2016-01-06,,Active,33,Male,Single,Finance,Manager,M120,Remote,On-site,Bachelor's,Marketing,1,1,7,3,8978,15,5,2023-07-31,4,3,No,8,55,3,23,64,0
E12123,2020-04-05,,Active,56,Male,Single,Finance,Analyst,M126,Chennai,Remote,High School,Marketing,4,1,2,8,14325,-7,1,2023-11-09,2,5,No,2,8,8,2,97,0
E12124,2011-10-14,,Active,42,Female,Married,Finance,Executive,M149,London,Hybrid,Master's,Operations,3,8,1,7,16438,12,5,2023-12-28,1,5,No,6,22,9,24,85,0
E12125,2012-02-09,,Active,57,Male,Married,Sales,Clerk,M105,Remote,Hybrid,High School,Operations,12,2,1,5,18068,-2,3,2023-12-31,4,4,Yes,3,6,13,7,61,0
E12126,2016-08-18,,Active,38,Other,Single,Sales,Manager,M140,Bangalore,Remote,Bachelor's,HR,2,5,6,7,5207,8,3,2023-03-25,3,4,No,6,62,8,8,96,0
E12127,2012-02-20,,Active,53,Male,Married,HR,Clerk,M142,Remote,Remote,Bachelor's,Finance,4,3,2,6,8557,0,3,2023-03-31,1,1,No,5,37,4,20,75,0
E12128,2014-09-13,,Active,27,Male,Married,IT,Analyst,M106,London,Hybrid,Bachelor's,Marketing,13,3,6,7,14664,-8,4,2023-05-12,2,3,No,9,69,7,12,98,0
E12129,2020-11-27,,Active,45,Female,Widowed,HR,Analyst,M134,New York,On-site,Bachelor's,Operations,6,4,3,6,7713,0,2,2023-11-03,2,2,No,3,98,12,22,55,0
E12130,2013-08-04,,Active,48,Female,Married,IT,Clerk,M105,Remote,Remote,Bachelor's,Finance,12,4,2,1,8578,-4,3,2023-03-25,4,4,Yes,2,111,2,10,84,0
E12131,2019-03-14,,Active,41,Male,Married,R&D,Engineer,M110,Bangalore,On-site,Bachelor's,Marketing,10,6,7,5,11262,6,4,2023-04-16,1,5,Yes,3,67,11,21,94,0
E12132,2011-06-07,2020-07-26 00:00:00,Terminated,46,Female,Married,Finance,Clerk,M128,New York,Hybrid,Bachelor's,Marketing,2,6,2,3,8615,12,3,2023-06-29,4,1,No,1,107,13,17,51,1
E12133,2011-06-06,,Active,23,Female,Widowed,Finance,Executive,M103,New York,On-site,Bachelor's,Finance,2,0,7,3,10845,7,3,2023-07-22,2,1,No,1,93,1,18,72,0
E12134,2016-05-09,,Active,30,Female,Widowed,Sales,Clerk,M113,Chennai,On-site,Master's,Finance,13,5,6,9,3462,15,4,2023-11-23,5,2,No,3,94,1,11,53,0
E12135,2012-07-24,2021-01-10 00:00:00,Terminated,49,Male,Married,R&D,Clerk,M148,Chennai,Remote,PhD,Operations,5,3,7,5,15997,4,5,2023-11-07,4,3,No,2,35,10,5,87,1
E12136,2016-02-09,,Active,59,Male,Married,Operations,Engineer,M147,Remote,On-site,Bachelor's,Finance,4,1,4,7,9390,19,3,2023-04-18,5,5,No,4,84,5,7,92,0
E12137,2021-01-23,,Active,24,Female,Married,R&D,Technician,M102,Bangalore,On-site,High School,Finance,2,5,6,4,15416,6,4,2023-01-31,1,1,No,0,72,9,2,52,0
E12138,2022-07-20,,Active,41,Female,Single,IT,Analyst,M135,Chennai,Remote,Bachelor's,Operations,0,6,3,2,8829,15,3,2023-02-19,2,1,Yes,6,17,4,14,91,0
E12139,2020-02-15,,Active,27,Female,Married,R&D,Executive,M147,London,Hybrid,High School,Marketing,9,1,3,0,8194,14,3,2023-03-28,4,4,No,3,31,14,16,58,0
E12140,2017-10-08,,Active,54,Male,Single,Sales,Manager,M128,London,On-site,Bachelor's,Finance,14,1,5,4,16271,6,4,2023-05-23,4,5,No,5,61,4,21,68,0
E12141,2021-03-07,,Active,22,Male,Divorced,IT,Analyst,M137,New York,Hybrid,High School,HR,1,9,1,2,19339,13,2,2023-03-06,4,2,No,1,18,7,13,51,0
E12142,2016-09-27,,Active,58,Female,Married,HR,Analyst,M123,New York,Hybrid,Master's,Technical,14,6,1,2,5840,-1,3,2023-08-27,1,1,No,3,56,10,8,68,0
E12143,2018-11-18,,Active,27,Male,Married,IT,Technician,M143,New York,Remote,High School,Finance,2,8,1,3,3051,19,3,2023-09-23,1,5,No,4,67,1,10,50,0
E12144,2019-03-14,2022-12-16 00:00:00,Terminated,55,Male,Married,HR,Analyst,M123,London,Remote,PhD,Finance,3,2,0,8,16107,4,2,2023-03-29,3,3,No,5,84,2,2,56,1
E12145,2011-11-17,,Active,36,Male,Married,Operations,Analyst,M135,Chennai,On-site,High School,Technical,14,2,3,3,10179,12,4,2023-12-01,4,5,Yes,0,77,7,8,59,0
E12146,2015-12-01,,Active,47,Female,Single,IT,Engineer,M141,Chennai,On-site,Bachelor's,HR,4,7,4,4,12507,5,5,2023-06-25,1,3,No,3,98,14,2,99,0
E12147,2020-12-02,,Active,35,Male,Married,Finance,Engineer,M139,Remote,On-site,Master's,Marketing,9,1,1,9,10079,4,1,2023-05-29,2,3,No,1,13,10,17,54,0
E12148,2021-02-18,2021-07-29 00:00:00,Terminated,28,Female,Married,Operations,Engineer,M132,Bangalore,On-site,Bachelor's,HR,13,8,1,4,13401,15,3,2023-01-24,1,2,No,9,43,8,18,89,1
E12149,2014-04-17,,Active,52,Female,Single,HR,Engineer,M102,London,On-site,Master's,Technical,13,6,1,0,8172,-2,5,2023-05-31,1,1,No,0,95,3,3,56,0
E12150,2010-02-08,,Active,45,Female,Divorced,Sales,Engineer,M147,New York,On-site,Bachelor's,Finance,14,7,1,6,17380,17,3,2023-11-21,4,3,Yes,8,11,9,5,87,0
E12151,2016-12-19,,Active,52,Male,Single,Operations,Executive,M144,Bangalore,Remote,PhD,Marketing,8,8,1,1,6356,10,4,2023-10-16,5,2,No,0,61,1,8,59,0
E12152,2013-06-10,,Active,50,Male,Married,Operations,Manager,M148,New York,Remote,PhD,HR,3,2,0,5,19368,8,5,2023-02-05,2,5,No,1,111,2,11,73,0
E12153,2018-03-10,,Active,53,Female,Single,Operations,Technician,M116,Bangalore,Hybrid,High School,HR,11,5,4,3,16905,-10,5,2023-08-20,5,1,No,8,59,2,1,55,0
E12154,2016-01-06,2019-07-20 00:00:00,Terminated,38,Female,Divorced,HR,Clerk,M116,Bangalore,On-site,Master's,Marketing,8,7,3,4,12018,-9,3,2023-07-05,3,1,Yes,7,11,14,8,93,1
E12155,2019-07-01,,Active,35,Female,Single,HR,Executive,M103,Chennai,On-site,High School,HR,4,0,4,4,19701,-5,3,2023-03-31,4,2,Yes,9,87,8,24,91,0
E12156,2017-06-01,,Active,57,Female,Married,IT,Engineer,M128,Remote,Remote,Bachelor's,Technical,12,5,2,3,3766,13,4,2023-11-18,5,2,No,9,107,4,9,88,0
E12157,2010-10-29,,Active,45,Female,Single,Finance,Technician,M129,Remote,On-site,High School,Marketing,2,2,5,1,18650,-2,3,2023-08-14,1,4,Yes,9,84,3,23,56,0
E12158,2011-10-09,2020-09-05 00:00:00,Terminated,48,Female,Single,Operations,Clerk,M120,New York,Remote,High School,Technical,6,7,3,7,5478,13,4,2023-10-14,1,5,No,3,20,8,11,79,1
E12159,2014-10-26,,Active,46,Male,Divorced,IT,Analyst,M136,London,Remote,Bachelor's,Marketing,7,8,1,0,5433,7,3,2023-12-26,3,4,Yes,1,51,10,21,97,0
E12160,2021-11-30,2023-07-02 00:00:00,Terminated,53,Male,Single,IT,Executive,M133,Remote,On-site,Bachelor's,Technical,8,4,2,8,4017,-10,3,2023-07-10,3,4,No,7,102,1,4,76,1
E12161,2011-08-21,,Active,39,Female,Married,Finance,Analyst,M122,London,On-site,Master's,Finance,8,1,5,5,18237,-1,3,2023-06-22,2,1,No,2,67,3,1,82,0
E12162,2011-10-24,,Active,39,Male,Single,IT,Technician,M108,New York,On-site,Bachelor's,Finance,5,6,2,3,15340,-7,3,2023-03-24,2,4,Yes,9,97,1,20,52,0
E12163,2021-11-09,,Active,58,Female,Single,Finance,Manager,M147,London,On-site,PhD,HR,14,5,6,5,14219,3,3,2023-05-01,4,5,No,0,107,3,11,88,0
E12164,2013-09-30,,Active,47,Male,Married,Sales,Manager,M124,Bangalore,On-site,High School,Marketing,8,5,7,8,16901,10,3,2023-06-27,3,2,No,1,100,12,6,53,0
E12165,2017-01-25,,Active,30,Female,Married,Finance,Technician,M137,Bangalore,On-site,High School,Marketing,2,0,2,8,5161,15,3,2023-11-19,4,1,No,3,83,6,17,86,0
E12166,2020-08-04,,Active,56,Male,Married,R&D,Manager,M120,New York,Remote,Master's,Technical,1,0,2,2,9019,-5,3,2023-07-18,5,1,Yes,0,37,14,1,54,0
E12167,2019-09-08,,Active,29,Male,Married,Finance,Manager,M112,London,On-site,Master's,HR,4,5,1,7,10111,9,3,2023-12-09,2,4,No,5,25,14,21,87,0
E12168,2021-10-18,,Active,41,Other,Single,Finance,Analyst,M120,London,Remote,Master's,HR,6,5,7,0,16147,-6,4,2023-08-17,4,5,No,3,99,8,5,80,0
E12169,2022-06-25,,Active,43,Male,Single,R&D,Manager,M120,New York,On-site,Bachelor's,Marketing,10,3,7,8,7353,4,3,2023-05-09,3,2,Yes,5,43,14,0,89,0
E12170,2010-10-10,,Active,40,Male,Single,Finance,Manager,M104,Remote,On-site,Bachelor's,Finance,14,7,6,6,19067,13,3,2023-08-30,5,5,No,4,33,6,18,94,0
E12171,2020-01-27,,Active,51,Male,Married,HR,Technician,M130,Chennai,On-site,High School,Marketing,6,8,5,9,15079,-1,2,2023-11-23,2,3,No,3,20,13,17,71,0
E12172,2014-01-26,,Active,49,Female,Married,IT,Manager,M131,Remote,On-site,Bachelor's,Marketing,14,5,7,6,18258,-8,3,2023-12-08,4,5,No,6,49,5,15,90,0
E12173,2021-03-06,,Active,56,Female,Single,IT,Executive,M122,Chennai,On-site,Bachelor's,Operations,10,9,2,5,9098,6,3,2023-03-24,3,3,No,6,91,2,5,57,0
E12174,2021-06-15,,Active,32,Female,Single,Sales,Engineer,M115,London,On-site,Bachelor's,Technical,5,7,4,0,17949,-2,3,2023-12-16,4,1,No,3,105,5,16,81,0
E12175,2011-04-06,,Active,52,Male,Single,Sales,Engineer,M138,Chennai,On-site,Bachelor's,Technical,2,7,1,1,12505,-2,1,2023-05-17,2,5,Yes,3,75,6,3,65,0
E12176,2016-05-14,,Active,57,Female,Widowed,R&D,Technician,M137,Chennai,On-site,Master's,Operations,13,1,2,2,4704,4,4,2023-04-09,5,5,No,3,36,8,19,63,0
E12177,2020-04-12,,Active,51,Male,Married,HR,Engineer,M128,London,Hybrid,Master's,HR,5,3,7,0,18966,7,3,2023-06-12,1,5,No,7,108,9,16,97,0
E12178,2016-10-04,,Active,44,Female,Single,Sales,Analyst,M111,Bangalore,Hybrid,Bachelor's,Technical,14,0,2,4,18109,-8,3,2023-05-21,5,4,No,4,47,1,23,94,0
E12179,2014-09-21,,Active,40,Female,Married,IT,Executive,M114,Chennai,On-site,Bachelor's,HR,0,0,6,4,19645,-3,5,2023-06-03,4,1,Yes,4,34,11,11,85,0
E12180,2013-10-08,,Active,33,Female,Single,Sales,Executive,M111,New York,On-site,High School,Finance,2,5,4,5,9683,-8,5,2023-06-22,4,5,Yes,8,14,12,10,55,0
E12181,2017-07-06,,Active,36,Female,Married,Sales,Technician,M109,Remote,Remote,High School,HR,1,6,5,6,4159,8,3,2023-06-28,1,2,No,9,19,2,6,64,0
E12182,2011-05-30,,Active,52,Female,Married,Finance,Manager,M124,London,Hybrid,Master's,Technical,14,4,0,9,12551,11,4,2023-12-14,4,1,No,5,17,10,8,60,0
E12183,2011-12-04,,Active,58,Female,Single,Sales,Engineer,M110,London,Hybrid,Bachelor's,HR,3,7,0,8,15777,2,3,2023-06-02,5,5,No,3,62,9,10,75,0
E12184,2014-07-12,2021-01-26 00:00:00,Terminated,58,Male,Divorced,R&D,Analyst,M138,Chennai,On-site,Master's,Finance,7,8,4,6,5269,11,3,2023-02-25,2,2,Yes,6,90,9,15,70,1
E12185,2015-08-29,,Active,36,Female,Married,IT,Technician,M143,Bangalore,On-site,High School,Operations,2,3,5,5,8455,5,4,2023-10-22,5,4,No,7,107,14,9,66,0
E12186,2010-01-23,,Active,50,Male,Single,R&D,Technician,M141,Bangalore,Remote,Master's,Technical,14,0,0,8,16434,-4,3,2023-05-11,5,2,No,6,27,5,14,76,0
E12187,2016-09-26,2019-12-24 00:00:00,Terminated,47,Male,Married,R&D,Manager,M137,Remote,Hybrid,High School,Finance,5,5,3,1,18278,15,4,2023-02-22,5,1,Yes,5,57,10,18,80,1
E12188,2013-07-28,,Active,23,Male,Married,Operations,Clerk,M142,Remote,On-site,Master's,Marketing,9,0,5,5,19239,9,4,2023-03-03,2,1,Yes,1,38,11,6,63,0
E12189,2019-01-14,,Active,41,Male,Divorced,HR,Engineer,M132,Bangalore,Remote,Bachelor's,Operations,13,1,3,4,14797,-6,3,2023-08-14,4,3,Yes,4,74,7,3,82,0
E12190,2010-12-28,,Active,36,Male,Single,Operations,Analyst,M120,Bangalore,On-site,High School,Operations,0,3,5,5,19798,15,3,2023-04-15,5,3,No,5,49,4,18,51,0
E12191,2020-03-16,,Active,25,Female,Single,Operations,Technician,M114,Bangalore,On-site,Bachelor's,Technical,3,3,3,9,10570,8,1,2023-07-14,2,3,No,1,36,6,10,72,0
